source_id,source_name,exchange,market_type,latest_bar_timestamp,latest_day_close_timestamp,latest_day_close_value,row_count,forecast_day_close_count,last_forecast_close_date
SHFE_AU_MAIN,SHFE Gold Main Futures,SHFE,futures,2026-03-26 00:00,2026-03-25 16:00,1013.96,409,7,2026-04-03 16:00
COMEX_GC,"COMEX Gold Futures (4h, Asia/Shanghai bins)",COMEX,futures,2026-03-26 12:00,2026-03-25 16:00,4555.6001,537,7,2026-04-03 16:00
